,Scenario,AREAkm2,PRECIP_m3pd,ET_m3pd,PERC_m3pd,SURQ_m3pd,LATQ(m_m3pd,GW_Q_m3pd,SYLDt_Tons_per_d,run_rez,AREA_pctdif,PRECIP_pctdif,ET_pctdif,PERC_pctdif,SURQ_pctdif,LATQ_pctdif,GW_Q_pctdif,SYLDt_pctdif
93,North_CentralMaui--Default,291.61105000000015,446477.34868218965,534088.9657686212,1207.408916416663,20387.435432826955,48914.09868919226,672.9815267724366,1.321840097625043,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,North_CentralMaui--NCM_rch_Sim1,291.611049999999,460641.86093917233,537790.7772975537,1870.9329389143697,24124.148353949575,50232.16925817728,809.7069865963684,3.077835962873908,Daily,-3.89857783926967e-15,0.031725041144394596,0.006931076592464635,0.5495437489950854,0.18328508916358988,0.026946639196200793,0.20316376361719132,1.3284480236330187
95,North_CentralMaui--NCM_sub_Sim1,291.6110500000005,496506.7169007398,369414.7419189754,31181.248925698634,48953.33519518906,33785.658683597256,25253.317302178075,406.34841772054796,yearly,1.169573351780901e-15,0.11205354172213995,-0.30832732822453823,24.824928490869567,1.4011521878993443,-0.3092858789389834,36.52453269154487,306.41117511160104
96,North_CentralMaui--NCM_sub_Sim2,291.6110500000005,496506.7169007398,559653.7140051535,4498.994819298632,29728.497772375336,54630.37498840004,2289.187924115068,4.175993190136987,yearly,1.169573351780901e-15,0.11205354172213995,0.047866085755472285,2.7261566964825032,0.4581774088421054,0.11686357210688654,2.401561310447588,2.1592271997498154
97,North_CentralMaui--NorthCentralMaui_rch_Sim2,291.61105000000015,446477.34868218965,534088.9657686212,1207.408916416663,20387.435432826955,48914.09868919226,672.9815267724366,1.321840097625043,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,North_CentralMaui--North_CentralMaui_rch_yr,291.6110500000005,496506.7169007398,582548.0697250435,7245.800614728767,34727.64830018906,17235.99683266302,827.9732746849313,26.699411482191767,yearly,1.169573351780901e-15,0.11205354172213995,0.09073226945754918,5.001115708365635,0.7033848330071041,-0.6476272221188577,0.2303060957049181,19.198669665236164
99,South_CentralMaui--Default,204.88993900000008,318121.8101930512,242623.6439814865,10193.917823895805,13001.571424132904,55107.49961283778,0.0,2.119996047514867,Daily,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
100,South_CentralMaui--South_CentralMaui_rch_Sim1_2006to2007,204.88993900000008,379255.8582342663,243314.09094140085,27520.441918415538,28862.674784643747,56327.295550836956,4072.0527235167347,11.85437791008442,Daily,0.0,0.19217182249816858,0.002845752988389843,1.6996923453614876,1.2199374093403978,0.022134844559614373,inf,4.5916981184849535
101,South_CentralMaui--South_CentralMaui_rch_Sim2,204.88993900000008,318121.8101930512,242623.6439814865,10193.917823895805,13001.571424132904,55107.49961283778,0.0,2.119996047514867,Daily,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
102,South_CentralMaui--South_CentralMaui_rch_Sim2_2006to2007,204.88993900000008,318121.8101930512,242623.6439814865,10193.917823895805,13001.571424132904,55107.49961283778,0.0,2.119996047514867,Daily,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
103,South_CentralMaui--South_CentralMaui_sub_Sim2_SLRSPT&WnSp50pct,204.88993899999988,290889.7593564873,226000.43344060014,14791.277430953438,12060.63418277261,38335.91765273428,5028.312078994521,6.3447537545205455,yearly,-9.71018718556151e-16,-0.0856025898382704,-0.06851438824385474,0.4509904520007855,-0.07237103967400207,-0.3043430037278704,inf,1.9928139545156633
104,South_CentralMaui--South_CentralMaui_sub_Sim3_SLRSPT&WnSp50pct,204.88993899999988,290889.7593564873,218464.5476171946,9843.905107978087,11321.491235632875,51600.47131843833,0.0,0.405548842739726,yearly,-9.71018718556151e-16,-0.0856025898382704,-0.09957436945483919,-0.03433544609288925,-0.12922131746179108,-0.06363976444292276,,-0.8087030194159445
105,South_EastMaui--Default,225.49414800000054,441727.28200801584,265510.816760093,26651.022617278544,22144.888651463138,129350.41290578932,13250.708899280286,1.5242899735246924,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,South_EastMaui--SEM_rch_Sim1,225.49414800000054,441727.28200801584,265160.1792822152,26700.159903819196,22186.046182625305,129625.29574259224,13258.298261639773,79.69215220006895,Daily,0.0,0.0,-0.001320614663298661,0.001843729872819027,0.0018585566994687942,0.00212510212088096,0.000572751421616372,51.28149078209363
107,South_EastMaui--SEM_rch_Sim2,225.49414800000054,441727.28200801584,265510.816760093,26651.022617278544,22144.888651463138,129350.41290578932,13250.708899280286,1.5242899735246924,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,South_EastMaui--South_EastMaui_sed_Sim1_1990to2002,225.49414800000054,507193.78538230463,273064.7568068051,36218.18902883371,35327.51253729525,160842.43902378404,8545.626227216575,141.6562322595339,Daily,0.0,0.1482057052865048,0.028450592480145972,0.3589793363258236,0.5952896893415233,0.24346289594708548,-0.35508158150838764,91.93260122414573
109,South_EastMaui--South_EastMaui_sub_Sim3,225.4941479999999,457649.69770835876,264085.3711578437,28917.412767794514,27658.601507183565,136369.62597286035,10210.170515942465,119.64378173479456,yearly,-2.7729216612259342e-15,0.03604580552046133,-0.005368691263291479,0.0850395192358064,0.24898354390037222,0.05426509981211567,-0.22946231831437844,77.49148378122322
110,Wahikuli--Default,66.657996,258872.6294016454,119109.13911714725,11107.6215489492,31733.714829964152,97520.88684647098,9301.57938171805,3.890398512142583,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Wahikuli--Wahikuli_rch_Daily20years_Fog,66.657996,329715.1974091817,132398.77652171487,15052.59624237768,63355.4162776291,119342.23365202104,12572.373331009252,10.88928650421953,Daily,0.0,0.2736580076900398,0.11157529559085202,0.3551592639381633,0.9964702089591654,0.223760750247317,0.35163855675089345,1.7990156972948275
112,Wahikuli--Wahikuli_rch_Daily20years_PLu,66.657996,258872.6294016454,118435.72998777879,11482.71365802618,30745.673112237226,98786.74430760981,9652.43489367495,3.500204736516354,Daily,0.0,0.0,-0.005653715024387375,0.03376889529626288,-0.03113539410753073,0.012980372739346557,0.037719993299900875,-0.10029660828019771
113,Wahikuli--Wahikuli_rch_Daily20years_TLu,66.657996,329715.1974091817,130920.33670293303,15137.282620527416,64508.61125714582,119630.5270511528,12655.929010611348,13.650993793303453,Daily,0.0,0.2736580076900398,0.09916281549284917,0.36278343242252686,1.0328099500104662,0.22671697232911203,0.36062151288910815,2.508893433589496
114,Wahikuli--Wahikuli_rch_Daily20years_TPLu,66.657996,258872.6294016454,119109.13911714725,11107.6215489492,31733.714829964152,97520.88684647098,9301.57938171805,3.890398512142583,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Wahikuli--Wahikuli_rch_Sim1,66.65799600000028,375180.6619022887,153248.0444347435,20239.26484908438,72869.78373183154,128178.72982404847,16959.09038673858,16.067839789337707,Daily,4.263810965814815e-15,0.4492867120385653,0.28661868913366634,0.8221060881390082,1.2962891083594532,0.3143720690916472,0.823248471122132,3.130126962363187
116,Wahikuli--Wahikuli_rch_Sim1_Fog,66.65799599999998,321542.6374532514,141584.439032393,16916.03641163579,30709.289828749363,132045.83524421658,14684.0231823573,2.2017527443867455,Daily,-2.1319054829074075e-16,0.24208819679570065,0.18869500763615343,0.5229215666999452,-0.032281912366827266,0.35402619391781054,0.5786591265584711,-0.4340547022330212
117,Wahikuli--Wahikuli_rch_Sim2,66.65799600000028,375180.6619022887,148965.59765359852,15496.031436129113,85280.07344715823,124783.42779636792,13196.5416431894,3.620329002486937,Daily,4.263810965814815e-15,0.4492867120385653,0.25066471605580654,0.39508096921028635,1.6873649651201128,0.2795559170090084,0.4187420331139431,-0.0694194974660601
118,Wahikuli--Wahikuli_rch_Sim2_Fog,66.65799599999998,321542.6374532514,141472.18734827472,16838.43626330411,31015.998499098387,131938.72409761717,14623.595241038705,3.104345447313609,Daily,-2.1319054829074075e-16,0.24208819679570065,0.18775258050629323,0.5159353592576309,-0.022616839368206305,0.35292785334623605,0.5721626017384643,-0.20204949759660118
119,Wahikuli--Wahikuli_rch_yr_Fog,66.65799599999998,329917.20059758343,132489.52285687122,15062.799554161646,63403.46832990411,119423.46896944112,12581.035280958904,10.881959731506848,yearly,-2.1319054829074075e-16,0.27443832652432,0.11233717109284098,0.356077850490559,0.9979844360999993,0.2245937545405201,0.35256979107080655,1.7971324011004108
120,Wahikuli--Wahikuli_sub_Sim1_SLRSPT&WnSp50pct,66.65799599999998,326458.54231938336,126647.83255513968,8413.538608819179,108444.15842488492,83158.42352685754,5970.082867150685,1338.9236338098628,yearly,-2.1319054829074075e-16,0.2610778631713793,0.06329231739789433,-0.2425436380108653,2.417316850735922,-0.147275766085111,-0.3581646060146852,343.1610492166442
121,Wahikuli--Wahikuli_sub_Sim1_SLRSPT&WnSp50pct_Fog,66.65799599999998,329917.20059758343,113630.84563815345,16119.15370375617,114947.78380881915,85196.99022134797,11247.452807457536,2484.4057332706852,yearly,-2.1319054829074075e-16,0.27443832652432,-0.045993897022509264,0.4511795916634438,2.6222605649774473,-0.1263718678494461,0.2091981744050948,637.5992914392807
122,Wahikuli--Wahikuli_sub_Sim2_SLRSPT&WnSp50pct,66.65799599999998,326458.54231938336,140716.04041174243,13242.56548513973,64529.47563357261,108490.13265909857,11290.79210687123,2.728164027671233,yearly,-2.1319054829074075e-16,0.2610778631713793,0.18140422686914207,0.19220531837371602,1.0334674329600226,0.11248098912283976,0.21385752284852966,-0.2987443267942403
123,Wahikuli--Wahikuli_sub_Sim2_SLRSPT&WnSp50pct_Fog,66.65799599999998,329917.20059758343,132593.83951582466,15124.360905147949,63094.15764144384,119566.67811256985,12628.36486857534,3.1423292186301355,yearly,-2.1319054829074075e-16,0.27443832652432,0.11321297843832805,0.36162011268548655,0.988237367718071,0.22606225167748917,0.35765812990812923,-0.19228603218348925
124,Wahikuli_Green--Default,66.65799599999998,266377.9455473835,119141.27813345207,12545.317687753424,31710.204891126043,103629.50339045757,10584.404190657531,6.293738015616437,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Wahikuli_Green--Wahikuli_rch_RCP45_Fog,66.65799599999998,266377.9455473835,119141.27813345207,12545.317687753424,31710.204891126043,103629.50339045757,10584.404190657531,6.293738015616437,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Wahikuli_Green--Wahikuli_rch_RCP45_nondiv_Fog,66.65799599999998,266377.9455473835,119117.18973399456,12513.104737205478,31846.216337087673,103549.73408380001,10555.443316767121,6.241586842191782,yearly,0.0,0.0,-0.00020218349034774175,-0.002567726967918234,0.004289201108243008,-0.0007697547903612234,-0.0027361836687956956,-0.008286200235099465
127,Wahikuli_Green--Wahikuli_rch_RCP85_Fog,66.65799599999998,259033.61897453977,116124.50659351509,11737.421772739726,32716.52504704109,99137.29399051507,9867.85253923288,4.839713194520547,yearly,0.0,-0.027571075967838806,-0.025320960016543072,-0.06439820298870194,0.03173489920264317,-0.043348749660766496,-0.06769881785666557,-0.23102722380373447
128,Wahikuli_Green--Wahikuli_rch_RCP85_nondiv_Fog,66.65799599999998,259033.61897453977,116124.50659351509,11737.421772739726,32716.52504704109,99137.29399051507,9867.85253923288,4.839713194520547,yearly,0.0,-0.027571075967838806,-0.025320960016543072,-0.06439820298870194,0.03173489920264317,-0.043348749660766496,-0.06769881785666557,-0.23102722380373447
129,Wahikuli_Growth--Default,66.657996,329715.1974091817,131922.4770781731,39641.06207770444,67238.68267570855,90048.5696329248,35601.97744278256,27.68397566423067,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Wahikuli_Growth--Wahikuli_rch_Daily20years_CcGrowth,66.657996,329715.1974091817,131922.4770781731,39641.06207770444,67238.68267570855,90048.5696329248,35601.97744278256,27.68397566423067,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Wahikuli_Growth--Wahikuli_rch_RCP45_Fog,66.65799599999998,266377.9472605616,120323.53609321096,33545.29075871233,34723.73758576438,78271.6500101425,30186.872658301374,16.184584269041093,yearly,-2.1319054829074075e-16,-0.19209684796548093,-0.08792240141222467,-0.15377416747924588,-0.4835749868385049,-0.13078408319854376,-0.15210123631992156,-0.4153807796489096
132,Wahikuli_Growth--Wahikuli_rch_RCP45_nondiv_Fog,66.65799599999998,266377.9472605616,120323.53609321096,33545.29075871233,34723.73758576438,78271.6500101425,30186.872658301374,16.184584269041093,yearly,-2.1319054829074075e-16,-0.19209684796548093,-0.08792240141222467,-0.15377416747924588,-0.4835749868385049,-0.13078408319854376,-0.15210123631992156,-0.4153807796489096
133,Wahikuli_Growth--Wahikuli_rch_RCP85_Fog,66.65799599999998,259033.60554166304,117481.29801820272,31663.30144939726,35583.62720189042,74861.23308898903,28445.501687150685,8.822437067397258,yearly,-2.1319054829074075e-16,-0.21437165293840454,-0.10946716116778943,-0.2012499214241326,-0.47078637198307594,-0.16865716585888743,-0.20101343435581212,-0.6813161095645534
134,Wahikuli_Growth--Wahikuli_rch_RCP85_nondiv_Fog,66.65799599999998,259033.60554166304,117481.29801820272,31663.30144939726,35583.62720189042,74861.23308898903,28445.501687150685,8.822437067397258,yearly,-2.1319054829074075e-16,-0.21437165293840454,-0.10946716116778943,-0.2012499214241326,-0.47078637198307594,-0.16865716585888743,-0.20101343435581212,-0.6813161095645534
135,Wahikuli_MGrowth--Default,66.65799599999998,266377.9472605616,119227.72004861372,11686.074725999999,32604.94193127945,103625.25773053977,10145.368212931508,7.740772970136986,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Wahikuli_MGrowth--Wahikuli_rch_RCP45_Fog,66.65799599999998,266377.9472605616,119227.72004861372,11686.074725999999,32604.94193127945,103625.25773053977,10145.368212931508,7.740772970136986,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Wahikuli_MGrowth--Wahikuli_rch_RCP45_nondiv_Fog,66.65799599999998,266377.9472605616,119227.72004861372,11686.074725999999,32604.94193127945,103625.25773053977,10145.368212931508,7.740772970136986,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Wahikuli_MGrowth--Wahikuli_rch_RCP85_Fog,66.65799599999998,259033.60554166304,116251.105141463,10942.61763427397,33469.81661937534,99159.66962969319,9473.529220630138,5.534261578082192,yearly,0.0,-0.02757113264978559,-0.02496579575569364,-0.0636190602197616,0.026525877270959914,-0.043093626000512336,-0.0662212527136303,-0.285050524097175
139,Wahikuli_MGrowth--Wahikuli_rch_RCP85_nondiv_Fog,66.65799599999998,259033.60554166304,116251.105141463,10942.61763427397,33469.81661937534,99159.66962969319,9473.529220630138,5.534261578082192,yearly,0.0,-0.02757113264978559,-0.02496579575569364,-0.0636190602197616,0.026525877270959914,-0.043093626000512336,-0.0662212527136303,-0.285050524097175
